model_id	author	last_modified	downloads	likes	tags	model_type	library_name	pipeline_tag	description	Hugging Face Link	Study Name	Abbreviation	Search Term
Rostlab/prot_xlnet			199671	1	transformers, pytorch, xlnet, endpoints_compatible, region:us		transformers			https://huggingface.co/Rostlab/prot_xlnet	Religious Orders Study	ROS	"""ROS"""
Rostlab/prot_t5_xl_uniref50			87316	46	transformers, pytorch, t5, text2text-generation, protein language model, dataset:UniRef50, autotrain_compatible, text-generation-inference, endpoints_compatible, region:us		transformers	text2text-generation		https://huggingface.co/Rostlab/prot_t5_xl_uniref50	Religious Orders Study	ROS	"""ROS"""
Rostlab/ProstT5_fp16			79067	3	transformers, pytorch, t5, text2text-generation, license:mit, autotrain_compatible, text-generation-inference, endpoints_compatible, region:us		transformers	text2text-generation		https://huggingface.co/Rostlab/ProstT5_fp16	Religious Orders Study	ROS	"""ROS"""
Rostlab/prot_t5_xl_half_uniref50-enc			72901	16	transformers, pytorch, t5, protein language model, dataset:UniRef50, text-generation-inference, endpoints_compatible, region:us		transformers			https://huggingface.co/Rostlab/prot_t5_xl_half_uniref50-enc	Religious Orders Study	ROS	"""ROS"""
Rostlab/prot_bert_bfd			12004	17	transformers, pytorch, tf, fill-mask, protein language model, dataset:BFD, autotrain_compatible, endpoints_compatible, region:us		transformers	fill-mask		https://huggingface.co/Rostlab/prot_bert_bfd	Religious Orders Study	ROS	"""ROS"""
Rostlab/ProstT5			11418	24	transformers, pytorch, t5, text2text-generation, biology, translation, dataset:adrianhenkel/lucidprots_full_data, license:mit, autotrain_compatible, text-generation-inference, endpoints_compatible, region:us		transformers	translation		https://huggingface.co/Rostlab/ProstT5	Religious Orders Study	ROS	"""ROS"""
ai-forever/ru-en-RoSBERTa			11238	43	sentence-transformers, safetensors, roberta, feature-extraction, mteb, transformers, ru, en, arxiv:2408.12503, base_model:ai-forever/ruRoberta-large, base_model:finetune:ai-forever/ruRoberta-large, license:mit, model-index, autotrain_compatible, text-embeddings-inference, endpoints_compatible, region:us		sentence-transformers	feature-extraction		https://huggingface.co/ai-forever/ru-en-RoSBERTa	Religious Orders Study	ROS	"""ROS"""
sophosympatheia/Midnight-Rose-70B-v2.0.3			4250	38	transformers, safetensors, llama, text-generation, en, arxiv:2307.11760, license:llama2, model-index, autotrain_compatible, text-generation-inference, endpoints_compatible, region:us		transformers	text-generation		https://huggingface.co/sophosympatheia/Midnight-Rose-70B-v2.0.3	Religious Orders Study	ROS	"""ROS"""
Northell/ros-classifiers			3516	0	setfit, safetensors, bert, sentence-transformers, text-classification, generated_from_setfit_trainer, arxiv:2209.11055, model-index, region:us		setfit	text-classification		https://huggingface.co/Northell/ros-classifiers	Religious Orders Study	ROS	"""ROS"""
msb-roshan/molgpt			2906	1	transformers, pytorch, safetensors, gpt2, text-generation, generated_from_trainer, license:mit, autotrain_compatible, text-generation-inference, endpoints_compatible, region:us		transformers	text-generation		https://huggingface.co/msb-roshan/molgpt	Religious Orders Study	ROS	"""ROS"""
Reiterate3680/guns-and-roses-r1-GGUF			2104	5	gguf, text-generation, en, base_model:inflatebot/guns-and-roses-r1, base_model:quantized:inflatebot/guns-and-roses-r1, license:other, endpoints_compatible, region:us, imatrix, conversational			text-generation		https://huggingface.co/Reiterate3680/guns-and-roses-r1-GGUF	Religious Orders Study	ROS	"""ROS"""
backyardai/Midnight-Rose-70B-v2.0.3-GGUF			1709	6	gguf, en, base_model:sophosympatheia/Midnight-Rose-70B-v2.0.3, base_model:quantized:sophosympatheia/Midnight-Rose-70B-v2.0.3, license:llama2, endpoints_compatible, region:us, imatrix					https://huggingface.co/backyardai/Midnight-Rose-70B-v2.0.3-GGUF	Religious Orders Study	ROS	"""ROS"""
Rostlab/prot_t5_xl_bfd			1687	10	transformers, pytorch, tf, t5, text2text-generation, protein language model, dataset:BFD, autotrain_compatible, text-generation-inference, endpoints_compatible, region:us		transformers	text2text-generation		https://huggingface.co/Rostlab/prot_t5_xl_bfd	Religious Orders Study	ROS	"""ROS"""
roslein/Qwen3-32B-abliterated			1654	12	safetensors, qwen3, base_model:Qwen/Qwen3-32B, base_model:finetune:Qwen/Qwen3-32B, license:apache-2.0, region:us					https://huggingface.co/roslein/Qwen3-32B-abliterated	Religious Orders Study	ROS	"""ROS"""
sophosympatheia/Midnight-Rose-70B-v1.0			1609	24	transformers, safetensors, llama, text-generation, en, arxiv:2307.11760, license:llama2, autotrain_compatible, text-generation-inference, endpoints_compatible, region:us		transformers	text-generation		https://huggingface.co/sophosympatheia/Midnight-Rose-70B-v1.0	Religious Orders Study	ROS	"""ROS"""
ross-dev/sexyGPT-Uncensored			1599	19	transformers, pytorch, safetensors, gpt2, text-generation, license:apache-2.0, autotrain_compatible, text-generation-inference, endpoints_compatible, region:us		transformers	text-generation		https://huggingface.co/ross-dev/sexyGPT-Uncensored	Religious Orders Study	ROS	"""ROS"""
ross-rl/qwen2.5-coder-32b-instruct-sft-warmup-adapter-id-sft2			1599	0	transformers, safetensors, qwen2, text-generation, conversational, arxiv:1910.09700, autotrain_compatible, text-generation-inference, endpoints_compatible, region:us		transformers	text-generation		https://huggingface.co/ross-rl/qwen2.5-coder-32b-instruct-sft-warmup-adapter-id-sft2	Religious Orders Study	ROS	"""ROS"""
Rostlab/prot_bert_bfd_localization			1582	1	transformers, pytorch, jax, bert, text-classification, autotrain_compatible, endpoints_compatible, region:us		transformers	text-classification		https://huggingface.co/Rostlab/prot_bert_bfd_localization	Religious Orders Study	ROS	"""ROS"""
TheBloke/Rogue-Rose-103b-v0.2-AWQ			1521	5	transformers, safetensors, llama, text-generation, en, arxiv:2307.11760, base_model:sophosympatheia/Rogue-Rose-103b-v0.2, base_model:quantized:sophosympatheia/Rogue-Rose-103b-v0.2, license:llama2, autotrain_compatible, text-generation-inference, 4-bit, awq, region:us		transformers	text-generation		https://huggingface.co/TheBloke/Rogue-Rose-103b-v0.2-AWQ	Religious Orders Study	ROS	"""ROS"""
readerbench/ro-sentiment			1378	1	transformers, pytorch, bert, text-classification, sentiment, classification, romanian, nlp, ro, dataset:decathlon_reviews, dataset:cinemagia_reviews, base_model:readerbench/RoBERT-base, base_model:finetune:readerbench/RoBERT-base, model-index, autotrain_compatible, endpoints_compatible, region:us		transformers	text-classification		https://huggingface.co/readerbench/ro-sentiment	Religious Orders Study	ROS	"""ROS"""
mradermacher/Midnight-Rose-70B-v2.0.3-i1-GGUF			1215	1	transformers, gguf, en, base_model:sophosympatheia/Midnight-Rose-70B-v2.0.3, base_model:quantized:sophosympatheia/Midnight-Rose-70B-v2.0.3, license:llama2, endpoints_compatible, region:us, imatrix		transformers			https://huggingface.co/mradermacher/Midnight-Rose-70B-v2.0.3-i1-GGUF	Religious Orders Study	ROS	"""ROS"""
pkshatech/RoSEtta-base-ja			932	7	sentence-transformers, safetensors, retrieva-bert, sentence-similarity, feature-extraction, custom_code, ja, dataset:hpprc/emb, dataset:hpprc/mqa-ja, dataset:google-research-datasets/paws-x, license:apache-2.0, autotrain_compatible, endpoints_compatible, region:us		sentence-transformers	sentence-similarity		https://huggingface.co/pkshatech/RoSEtta-base-ja	Religious Orders Study	ROS	"""ROS"""
Rostlab/prot_t5_base_mt_uniref50			856	0	transformers, pytorch, jax, t5, text2text-generation, summarization, autotrain_compatible, text-generation-inference, endpoints_compatible, region:us		transformers	summarization		https://huggingface.co/Rostlab/prot_t5_base_mt_uniref50	Religious Orders Study	ROS	"""ROS"""
tensorblock/ross-dev_sexyGPT-Uncensored-GGUF			666	1	gguf, TensorBlock, GGUF, base_model:ross-dev/sexyGPT-Uncensored, base_model:quantized:ross-dev/sexyGPT-Uncensored, license:apache-2.0, endpoints_compatible, region:us					https://huggingface.co/tensorblock/ross-dev_sexyGPT-Uncensored-GGUF	Religious Orders Study	ROS	"""ROS"""
Artefact2/Midnight-Rose-70B-v2.0.3-GGUF			586	13	gguf, en, license:llama2, endpoints_compatible, region:us					https://huggingface.co/Artefact2/Midnight-Rose-70B-v2.0.3-GGUF	Religious Orders Study	ROS	"""ROS"""
mradermacher/Midnight-Rose-70B-v1.0-i1-GGUF			562	1	transformers, gguf, en, base_model:sophosympatheia/Midnight-Rose-70B-v1.0, base_model:quantized:sophosympatheia/Midnight-Rose-70B-v1.0, license:llama2, endpoints_compatible, region:us, imatrix		transformers			https://huggingface.co/mradermacher/Midnight-Rose-70B-v1.0-i1-GGUF	Religious Orders Study	ROS	"""ROS"""
tavtav/Rose-20B			457	41	transformers, safetensors, llama, text-generation, text-generation-inference, instruct, en, license:llama2, autotrain_compatible, endpoints_compatible, region:us		transformers	text-generation		https://huggingface.co/tavtav/Rose-20B	Religious Orders Study	ROS	"""ROS"""
TheBloke/Rose-20B-GGUF			378	27	transformers, gguf, llama, text-generation-inference, instruct, text-generation, en, base_model:tavtav/Rose-20B, base_model:quantized:tavtav/Rose-20B, license:llama2, region:us		transformers	text-generation		https://huggingface.co/TheBloke/Rose-20B-GGUF	Religious Orders Study	ROS	"""ROS"""
Artefact2/Midnight-Rose-70B-v1.0-GGUF			348	5	gguf, en, license:llama2, endpoints_compatible, region:us					https://huggingface.co/Artefact2/Midnight-Rose-70B-v1.0-GGUF	Religious Orders Study	ROS	"""ROS"""
soob3123/Veiled-Rose-22B-gguf			317	10	transformers, gguf, roleplay, creative-writing, immersive, mystery, storytelling, reasoning, complex-narrative, text-generation, en, base_model:soob3123/Veiled-Rose-22B, base_model:quantized:soob3123/Veiled-Rose-22B, endpoints_compatible, region:us, conversational		transformers	text-generation		https://huggingface.co/soob3123/Veiled-Rose-22B-gguf	Religious Orders Study	ROS	"""ROS"""
mradermacher/Ross-640-BMath-1.5B-GGUF			292	1	transformers, gguf, text-generation-inference, math, trl, SFT, en, base_model:prithivMLmods/Ross-640-BMath-1.5B, base_model:quantized:prithivMLmods/Ross-640-BMath-1.5B, license:apache-2.0, endpoints_compatible, region:us		transformers			https://huggingface.co/mradermacher/Ross-640-BMath-1.5B-GGUF	Religious Orders Study	ROS	"""ROS"""
mradermacher/Midnight-Rose-70B-v2.0.3-GGUF			260	1	transformers, gguf, en, base_model:sophosympatheia/Midnight-Rose-70B-v2.0.3, base_model:quantized:sophosympatheia/Midnight-Rose-70B-v2.0.3, license:llama2, endpoints_compatible, region:us		transformers			https://huggingface.co/mradermacher/Midnight-Rose-70B-v2.0.3-GGUF	Religious Orders Study	ROS	"""ROS"""
mradermacher/Veiled-Rose-22B-i1-GGUF			245	2	transformers, gguf, roleplay, creative-writing, immersive, mystery, storytelling, reasoning, complex-narrative, en, base_model:soob3123/Veiled-Rose-22B, base_model:quantized:soob3123/Veiled-Rose-22B, endpoints_compatible, region:us, imatrix, conversational		transformers			https://huggingface.co/mradermacher/Veiled-Rose-22B-i1-GGUF	Religious Orders Study	ROS	"""ROS"""
mradermacher/Psyonic-Rose-20B-Higher-Quality-i1-GGUF			244	2	transformers, gguf, mergekit, merge, llama, en, base_model:v000000/Psyonic-Rose-20B-Higher-Quality, base_model:quantized:v000000/Psyonic-Rose-20B-Higher-Quality, endpoints_compatible, region:us, imatrix		transformers			https://huggingface.co/mradermacher/Psyonic-Rose-20B-Higher-Quality-i1-GGUF	Religious Orders Study	ROS	"""ROS"""
prithivMLmods/Ross-640-BMath-1.5B-GGUF			240	0	transformers, gguf, qwen2, text-generation-inference, math, text-generation, en, base_model:prithivMLmods/Ross-640-BMath-1.5B, base_model:quantized:prithivMLmods/Ross-640-BMath-1.5B, license:apache-2.0, endpoints_compatible, region:us		transformers	text-generation		https://huggingface.co/prithivMLmods/Ross-640-BMath-1.5B-GGUF	Religious Orders Study	ROS	"""ROS"""
facebook/roscoe-512-roberta-base			220	6	transformers, pytorch, roberta, arxiv:2104.08821, arxiv:1907.11692, arxiv:2212.07919, license:cc-by-nc-4.0, endpoints_compatible, region:us		transformers			https://huggingface.co/facebook/roscoe-512-roberta-base	Religious Orders Study	ROS	"""ROS"""
Rostlab/prot_albert			214	3	transformers, pytorch, endpoints_compatible, region:us		transformers			https://huggingface.co/Rostlab/prot_albert	Religious Orders Study	ROS	"""ROS"""
mradermacher/Veiled-Rose-22B-GGUF			203	1	transformers, gguf, roleplay, creative-writing, immersive, mystery, storytelling, reasoning, complex-narrative, en, base_model:soob3123/Veiled-Rose-22B, base_model:quantized:soob3123/Veiled-Rose-22B, endpoints_compatible, region:us, conversational		transformers			https://huggingface.co/mradermacher/Veiled-Rose-22B-GGUF	Religious Orders Study	ROS	"""ROS"""
mradermacher/Rose-2x7B-i1-GGUF			187	0	transformers, gguf, moe, frankenmoe, merge, mergekit, maywell/PiVoT-0.1-Starling-LM-RP, WizardLM/WizardMath-7B-V1.1, en, base_model:uproai/Rose-2x7B, base_model:quantized:uproai/Rose-2x7B, license:apache-2.0, endpoints_compatible, region:us, imatrix		transformers			https://huggingface.co/mradermacher/Rose-2x7B-i1-GGUF	Religious Orders Study	ROS	"""ROS"""
mradermacher/Rose-20B-i1-GGUF			172	0	transformers, gguf, text-generation-inference, instruct, en, base_model:tavtav/Rose-20B, base_model:quantized:tavtav/Rose-20B, license:llama2, endpoints_compatible, region:us		transformers			https://huggingface.co/mradermacher/Rose-20B-i1-GGUF	Religious Orders Study	ROS	"""ROS"""
TheBloke/Rogue-Rose-103b-v0.2-GGUF			168	11	transformers, gguf, llama, en, arxiv:2307.11760, base_model:sophosympatheia/Rogue-Rose-103b-v0.2, base_model:quantized:sophosympatheia/Rogue-Rose-103b-v0.2, license:llama2, region:us		transformers			https://huggingface.co/TheBloke/Rogue-Rose-103b-v0.2-GGUF	Religious Orders Study	ROS	"""ROS"""
roshna-omer/whisper-small-Kurdish-Sorani-10			164	1	transformers, tensorboard, safetensors, whisper, automatic-speech-recognition, generated_from_trainer, base_model:openai/whisper-small, base_model:finetune:openai/whisper-small, license:apache-2.0, endpoints_compatible, region:us		transformers	automatic-speech-recognition		https://huggingface.co/roshna-omer/whisper-small-Kurdish-Sorani-10	Religious Orders Study	ROS	"""ROS"""
TheBloke/Rosa_v2_7B-GGUF			159	2	transformers, gguf, mistral, en, base_model:jeiku/Rosa_v2_7B, base_model:quantized:jeiku/Rosa_v2_7B, license:other, region:us, conversational		transformers			https://huggingface.co/TheBloke/Rosa_v2_7B-GGUF	Religious Orders Study	ROS	"""ROS"""
Rosh03/Medical_finetuned_llama			158	0	safetensors, llama, 4-bit, bitsandbytes, region:us					https://huggingface.co/Rosh03/Medical_finetuned_llama	Religious Orders Study	ROS	"""ROS"""
allura-org/MS3-24B-Roselily-Creative			150	3	transformers, safetensors, mistral, text-generation, mergekit, merge, base_model:ToastyPigeon/ms3-roselily-instruct, base_model:finetune:ToastyPigeon/ms3-roselily-instruct, autotrain_compatible, text-generation-inference, endpoints_compatible, region:us		transformers	text-generation		https://huggingface.co/allura-org/MS3-24B-Roselily-Creative	Religious Orders Study	ROS	"""ROS"""
Rostlab/prot_bert_bfd_ss3			144	2	transformers, pytorch, jax, bert, token-classification, autotrain_compatible, endpoints_compatible, region:us		transformers	token-classification		https://huggingface.co/Rostlab/prot_bert_bfd_ss3	Religious Orders Study	ROS	"""ROS"""
rosbotmay/MNLP_M3_dpo_model			142	0	transformers, safetensors, qwen3, text-generation, trl, dpo, conversational, arxiv:1910.09700, autotrain_compatible, text-generation-inference, endpoints_compatible, region:us		transformers	text-generation		https://huggingface.co/rosbotmay/MNLP_M3_dpo_model	Religious Orders Study	ROS	"""ROS"""
mradermacher/Midnight-Rose-70B-v1.0-GGUF			138	0	transformers, gguf, en, base_model:sophosympatheia/Midnight-Rose-70B-v1.0, base_model:quantized:sophosympatheia/Midnight-Rose-70B-v1.0, license:llama2, endpoints_compatible, region:us		transformers			https://huggingface.co/mradermacher/Midnight-Rose-70B-v1.0-GGUF	Religious Orders Study	ROS	"""ROS"""
rosadecsai/led-large-16384-finetune-paperLedWeSAttG_ACE0.1			127	0	transformers, tensorboard, safetensors, led, generated_from_trainer, base_model:allenai/led-large-16384, base_model:finetune:allenai/led-large-16384, license:apache-2.0, endpoints_compatible, region:us		transformers			https://huggingface.co/rosadecsai/led-large-16384-finetune-paperLedWeSAttG_ACE0.1	Religious Orders Study	ROS	"""ROS"""
adsaewfsd/Qwen2.5-0.5B-Instruct-Gensyn-Swarm-amphibious_lightfooted_marmot			14	0	transformers, safetensors, qwen2, text-generation, generated_from_trainer, rl-swarm, grpo, gensyn, I am amphibious lightfooted marmot, trl, conversational, arxiv:2402.03300, base_model:Gensyn/Qwen2.5-0.5B-Instruct, base_model:finetune:Gensyn/Qwen2.5-0.5B-Instruct, autotrain_compatible, text-generation-inference, endpoints_compatible, region:us		transformers	text-generation		https://huggingface.co/adsaewfsd/Qwen2.5-0.5B-Instruct-Gensyn-Swarm-amphibious_lightfooted_marmot	Accelerating Medicines Partnership - Alzheimer's Disease	AMP-AD	"""AMP-AD"""
AmpChats/Adrien			0	0	license:unknown, region:us					https://huggingface.co/AmpChats/Adrien	Accelerating Medicines Partnership - Alzheimer's Disease	AMP-AD	"""AMP-AD"""
Adisri15/BCA_Study_Portal			0	1	region:us					https://huggingface.co/Adisri15/BCA_Study_Portal	AD Knowledge Portal Multi-Study Collection	AD-Portal	"""AD-Portal"""
AdityaSri15/BCA_Study_Portal			0	0	region:us					https://huggingface.co/AdityaSri15/BCA_Study_Portal	AD Knowledge Portal Multi-Study Collection	AD-Portal	"""AD-Portal"""
BDRC/LhasaKanjur			49	0	transformers, onnx, license:cc-by-nc-4.0, endpoints_compatible, region:us		transformers			https://huggingface.co/BDRC/LhasaKanjur	Brains for Dementia Research	BDR	"""BDR"""
BDRC/GoogleBooks_T_v2			39	0	safetensors, vision-encoder-decoder, license:cc-by-4.0, region:us					https://huggingface.co/BDRC/GoogleBooks_T_v2	Brains for Dementia Research	BDR	"""BDR"""
BDRC/PhotiLines			37	0	transformers, onnx, license:cc-by-nc-4.0, endpoints_compatible, region:us		transformers			https://huggingface.co/BDRC/PhotiLines	Brains for Dementia Research	BDR	"""BDR"""
BDRC/BigUCHAN_v1			31	0	onnx, license:cc-by-4.0, region:us					https://huggingface.co/BDRC/BigUCHAN_v1	Brains for Dementia Research	BDR	"""BDR"""
BDRC/GoogleBooks_C_v1			13	0	onnx, bo, license:cc-by-4.0, region:us					https://huggingface.co/BDRC/GoogleBooks_C_v1	Brains for Dementia Research	BDR	"""BDR"""
BDRC/GoogleBooks_T_v1			10	0	safetensors, vision-encoder-decoder, bo, license:cc-by-4.0, region:us					https://huggingface.co/BDRC/GoogleBooks_T_v1	Brains for Dementia Research	BDR	"""BDR"""
BDRC/Norbuketaka_E_v1			8	0	onnx, license:cc-by-4.0, region:us					https://huggingface.co/BDRC/Norbuketaka_E_v1	Brains for Dementia Research	BDR	"""BDR"""
BDRC/LithangKanjur			7	0	transformers, onnx, license:cc-by-nc-4.0, endpoints_compatible, region:us		transformers			https://huggingface.co/BDRC/LithangKanjur	Brains for Dementia Research	BDR	"""BDR"""
BDRC/Photi			6	0	transformers, onnx, license:cc-by-nc-4.0, endpoints_compatible, region:us		transformers			https://huggingface.co/BDRC/Photi	Brains for Dementia Research	BDR	"""BDR"""
BDRC/DergeTenjur			6	0	transformers, onnx, license:cc-by-nc-4.0, endpoints_compatible, region:us		transformers			https://huggingface.co/BDRC/DergeTenjur	Brains for Dementia Research	BDR	"""BDR"""
BDRC/Norbuketaka_C_V1			6	0	onnx, license:cc-by-4.0, region:us					https://huggingface.co/BDRC/Norbuketaka_C_V1	Brains for Dementia Research	BDR	"""BDR"""
BDRC/Photi-v2			5	0	onnx, license:cc-by-4.0, region:us					https://huggingface.co/BDRC/Photi-v2	Brains for Dementia Research	BDR	"""BDR"""
GraydientPlatformAPI/bdreal-m2050			3	0	diffusers, safetensors, license:openrail, autotrain_compatible, endpoints_compatible, diffusers:StableDiffusionPipeline, region:us		diffusers	text-to-image		https://huggingface.co/GraydientPlatformAPI/bdreal-m2050	Brains for Dementia Research	BDR	"""BDR"""
GraydientPlatformAPI/bdreal-r2333			3	0	diffusers, safetensors, license:openrail, autotrain_compatible, endpoints_compatible, diffusers:StableDiffusionPipeline, region:us		diffusers	text-to-image		https://huggingface.co/GraydientPlatformAPI/bdreal-r2333	Brains for Dementia Research	BDR	"""BDR"""
BDRC/ScriptClassifier_Simple_v1			3	0	keras, license:cc-by-4.0, region:us		keras			https://huggingface.co/BDRC/ScriptClassifier_Simple_v1	Brains for Dementia Research	BDR	"""BDR"""
BDrizzy/gbdot-lora			2	0	license:other, region:us					https://huggingface.co/BDrizzy/gbdot-lora	Brains for Dementia Research	BDR	"""BDR"""
ZeroUnbound/BDrabbit			0	0	region:us					https://huggingface.co/ZeroUnbound/BDrabbit	Brains for Dementia Research	BDR	"""BDR"""
MadlyLaughing/BDRmix			0	0	license:cc0-1.0, region:us					https://huggingface.co/MadlyLaughing/BDRmix	Brains for Dementia Research	BDR	"""BDR"""
BDRC/Woodblock			0	0	onnx, license:cc-by-nc-4.0, region:us					https://huggingface.co/BDRC/Woodblock	Brains for Dementia Research	BDR	"""BDR"""
BDRC/GoogleBooks_E_v1			0	0	onnx, bo, arxiv:2205.14879, license:cc-by-4.0, region:us					https://huggingface.co/BDRC/GoogleBooks_E_v1	Brains for Dementia Research	BDR	"""BDR"""
BDRC/Drutsa-A			0	0	license:cc-by-4.0, region:us					https://huggingface.co/BDRC/Drutsa-A	Brains for Dementia Research	BDR	"""BDR"""
BDRC/CombinedBetsug_Wylie_E_v1			0	0	onnx, license:cc-by-4.0, region:us					https://huggingface.co/BDRC/CombinedBetsug_Wylie_E_v1	Brains for Dementia Research	BDR	"""BDR"""
BDRC/CombinedBetsug_Wylie_C_v1			0	0	onnx, license:cc-by-4.0, region:us					https://huggingface.co/BDRC/CombinedBetsug_Wylie_C_v1	Brains for Dementia Research	BDR	"""BDR"""
BDRC/HTR-Base			0	0	onnx, license:cc-by-4.0, region:us					https://huggingface.co/BDRC/HTR-Base	Brains for Dementia Research	BDR	"""BDR"""
Anaszewail/Bdr			0	0	region:us					https://huggingface.co/Anaszewail/Bdr	Brains for Dementia Research	BDR	"""BDR"""
bdr77/R33lPic			0	0	region:us					https://huggingface.co/bdr77/R33lPic	Brains for Dementia Research	BDR	"""BDR"""
bdrasul/bdr-asul1			0	0	region:us					https://huggingface.co/bdrasul/bdr-asul1	Brains for Dementia Research	BDR	"""BDR"""
Himelbd/bdroy			0	0	license:apache-2.0, region:us					https://huggingface.co/Himelbd/bdroy	Brains for Dementia Research	BDR	"""BDR"""
devvanshhh/falcon_campaignName			42	0	peft, pytorch, tensorboard, safetensors, falcon, generated_from_trainer, custom_code, base_model:tiiuae/falcon-rw-1b, base_model:adapter:tiiuae/falcon-rw-1b, license:apache-2.0, region:us		peft			https://huggingface.co/devvanshhh/falcon_campaignName	CamPaIGN Study	CamPaIGN	"""CamPaIGN"""
deano/political-campaign-analysis			38	0	transformers, pytorch, distilbert, feature-extraction, license:afl-3.0, endpoints_compatible, region:us		transformers	feature-extraction		https://huggingface.co/deano/political-campaign-analysis	CamPaIGN Study	CamPaIGN	"""CamPaIGN"""
AventIQ-AI/sentiment-analysis-for-ad-campaign-performance			22	1	safetensors, bert, region:us					https://huggingface.co/AventIQ-AI/sentiment-analysis-for-ad-campaign-performance	CamPaIGN Study	CamPaIGN	"""CamPaIGN"""
CampAIgn/Mistral_7b_CampAIgn_test			16	0	transformers, pytorch, safetensors, mistral, text-generation, autotrain_compatible, text-generation-inference, endpoints_compatible, region:us		transformers	text-generation		https://huggingface.co/CampAIgn/Mistral_7b_CampAIgn_test	CamPaIGN Study	CamPaIGN	"""CamPaIGN"""
CampAIgn/Phi-3-mini_16bit			16	0	transformers, pytorch, mistral, text-generation, text-generation-inference, unsloth, trl, phi3, NLP, conversational, en, fr, dataset:CampAIgn/DDD_French_version, dataset:CampAIgn/Steam_games_in_french, base_model:unsloth/Phi-3-mini-4k-instruct-bnb-4bit, base_model:finetune:unsloth/Phi-3-mini-4k-instruct-bnb-4bit, license:apache-2.0, autotrain_compatible, endpoints_compatible, region:us		transformers	text-generation		https://huggingface.co/CampAIgn/Phi-3-mini_16bit	CamPaIGN Study	CamPaIGN	"""CamPaIGN"""
anonymousjqd/uk-campaign-sentiment-roberta			16	1	transformers, safetensors, roberta, text-classification, sentiment-analysis, twitter, political-communication, uk-election, en, base_model:cardiffnlp/twitter-roberta-base-sentiment, base_model:finetune:cardiffnlp/twitter-roberta-base-sentiment, license:mit, autotrain_compatible, endpoints_compatible, region:us		transformers	text-classification		https://huggingface.co/anonymousjqd/uk-campaign-sentiment-roberta	CamPaIGN Study	CamPaIGN	"""CamPaIGN"""
CampAIgn/Mistral7b_CampAIgn			12	0	transformers, pytorch, safetensors, mistral, text-generation, unsloth, arxiv:1910.09700, autotrain_compatible, text-generation-inference, endpoints_compatible, region:us		transformers	text-generation		https://huggingface.co/CampAIgn/Mistral7b_CampAIgn	CamPaIGN Study	CamPaIGN	"""CamPaIGN"""
shopitalic/louis-vuitton-campaign			4	0	diffusers, flux, text-to-image, lora, fal, base_model:black-forest-labs/FLUX.1-dev, base_model:adapter:black-forest-labs/FLUX.1-dev, license:other, region:us		diffusers	text-to-image		https://huggingface.co/shopitalic/louis-vuitton-campaign	CamPaIGN Study	CamPaIGN	"""CamPaIGN"""
Sarthak81/visa-campaign			0	0	region:us					https://huggingface.co/Sarthak81/visa-campaign	CamPaIGN Study	CamPaIGN	"""CamPaIGN"""
rakib72642/BAT_NLP_Campaign			0	0	doi:10.57967/hf/2109, region:us					https://huggingface.co/rakib72642/BAT_NLP_Campaign	CamPaIGN Study	CamPaIGN	"""CamPaIGN"""
CampAIgn/Mistral7bCampAIgntest3			0	0	transformers, safetensors, unsloth, arxiv:1910.09700, endpoints_compatible, region:us		transformers			https://huggingface.co/CampAIgn/Mistral7bCampAIgntest3	CamPaIGN Study	CamPaIGN	"""CamPaIGN"""
CampAIgn/Phi-3-mini			0	0	transformers, safetensors, text-generation-inference, unsloth, mistral, trl, en, base_model:CampAIgn/Phi-3-mini_16bit, base_model:finetune:CampAIgn/Phi-3-mini_16bit, license:apache-2.0, endpoints_compatible, region:us		transformers			https://huggingface.co/CampAIgn/Phi-3-mini	CamPaIGN Study	CamPaIGN	"""CamPaIGN"""
Fred808/Campaign-ROI			0	0	license:creativeml-openrail-m, region:us					https://huggingface.co/Fred808/Campaign-ROI	CamPaIGN Study	CamPaIGN	"""CamPaIGN"""
gawyria/campaign-model			0	0	transformers, safetensors, unsloth, arxiv:1910.09700, endpoints_compatible, region:us		transformers			https://huggingface.co/gawyria/campaign-model	CamPaIGN Study	CamPaIGN	"""CamPaIGN"""
farrukmurad/my-campaign-lora			0	0	tensorboard, safetensors, region:us					https://huggingface.co/farrukmurad/my-campaign-lora	CamPaIGN Study	CamPaIGN	"""CamPaIGN"""
engmyossry/maximize_campaign_performance			0	0	region:us					https://huggingface.co/engmyossry/maximize_campaign_performance	CamPaIGN Study	CamPaIGN	"""CamPaIGN"""
JoFsr/phishing_email_campaign			0	0	transformers, safetensors, text-generation-inference, unsloth, llama, trl, en, base_model:unsloth/llama-3-8b-bnb-4bit, base_model:finetune:unsloth/llama-3-8b-bnb-4bit, license:apache-2.0, endpoints_compatible, region:us		transformers			https://huggingface.co/JoFsr/phishing_email_campaign	CamPaIGN Study	CamPaIGN	"""CamPaIGN"""
jlbaker361/denoise_epsilon_clip_1.0_0.001_1000_identity			1975	0	region:us					https://huggingface.co/jlbaker361/denoise_epsilon_clip_1.0_0.001_1000_identity	Effect of Semagacestat in Alzheimer's Disease	IDENTITY	"""IDENTITY"""
