Study Name	Abbreviation	Diseases Included	Repository Link	Owner	Contributors	Languages	Biomedical Relevance	Code Summary	Data Types	Tooling
Memory and Aging Project	MAP	Alzheimer's Disease; Parkinson's Disease; Lewy Body Dementia; Normal Controls	https://github.com/vzachari/IronSmithQSM	vzachari	vzachari	Shell	YES - This repository is directly related to biomedical research and neuroscience, specifically focusing on Quantitative Susceptibility Mapping (QSM) for brain imaging analysis and iron concentration measurements in brain tissue.	IronSmith QSM is an automated pipeline for processing and analyzing brain imaging data, specifically Quantitative Susceptibility Maps (QSM). The software automates the creation of QSM maps from MRI images, performs registration and segmentation of brain regions, and extracts quantitative measurements. Key features include automated QSM map generation, segmentation of 89 brain regions, filtering of outlier values, SNR calculations, phase image quality control, and warping to standard space. The pipeline is particularly valuable for neuroscience research studying brain iron content and distribution. It includes comprehensive error reporting and can process multiple subjects in parallel, making it suitable for large-scale neuroimaging studies.	- DICOM images (GRE magnitude and phase images) - NIFTI files (.nii, .nii.gz) - T1-weighted MRI images (MPR/MEMPR) - QSM maps - FreeSurfer segmentation outputs - CSV formatted tables (for results) - Phase images - SNR measurements - ROI (Region of Interest) masks - MNI152 space warped images	1. MATLAB (R2017b to R2019b) with Image Processing Toolbox 2. MEDI Toolbox (version 01/15/2020) 3. FreeSurfer (versions 6.0.0 and 7.1.1) 4. FSL (FMRI Software Library) 5. AFNI (Analysis of Functional NeuroImages) 6. dcm2niix (DICOM to NIFTI converter) 7. Singularity (container platform) 8. Bash shell (version 4.2.46 or later) 9. Neurodocker (container generation tool) 10. GNU coreutils
Memory and Aging Project	MAP	Alzheimer's Disease; Parkinson's Disease; Lewy Body Dementia; Normal Controls	https://github.com/owenrandlett/Z-Brain	owenrandlett	owenrandlett	MATLAB	YES - This repository is directly related to neuroscience research, specifically focusing on zebrafish brain anatomy and neural activity mapping. It provides tools for neuroanatomical reference atlas analysis and brain activity visualization.	The repository contains software tools for analyzing and visualizing the Z-Brain atlas, a neuroanatomical reference platform for 6dpf zebrafish larvae. The main functionality includes viewing and analyzing brain anatomy data through ZBrainViewer.m, which enables multi-color overlays of neural labels and regions, region identification, and slice visualization. The system also supports MAP-Mapping, a method for analyzing brain activity patterns through pERK and tERK staining. The code allows researchers to register new datasets into the atlas for standardized annotation and comparison, making it a valuable tool for zebrafish neuroscience research. The platform integrates 29 different anatomical labels and segments the brain into 294 regions, providing a comprehensive framework for brain structure analysis.	1. HDF5 files (AnatomyLabelDatabase.hdf5) - containing stacks of anatomical labels 2. MATLAB files (.mat) - containing regional definitions (MaskDatabase.mat) 3. NRRD files (reference brain stack) 4. Image data with resolution of x/y/z = 0.798/0.798/2um 5. Anatomical markers data (antibody stains, transgenes, dye fills) 6. pERK and tERK staining data 7. Brain activity mapping data (MAP-Maps)	1. MATLAB - Primary development platform with custom viewer (ZBrainViewer.m) 2. CMTK (Computational Morphometry Toolkit) - Used for data registration 3. HDF5 - Data format and handling 4. Custom functions: - ZBrainViewer.m - MakeTheMAPMap.m - ZBrainAnalysisOfMAPMaps.m 5. Web-based viewer for basic exploration
Memory and Aging Project	MAP	Alzheimer's Disease; Parkinson's Disease; Lewy Body Dementia; Normal Controls	https://github.com/netneurolab/markello_spatialnulls	netneurolab	rmarkello	Python	YES - This repository is directly related to neuroscience research, specifically focusing on statistical analyses of whole-brain neuroimaging data and spatial null models for brain maps. The work is published in NeuroImage, a prominent neuroscience journal.	This repository contains code and analysis tools for evaluating different null model implementations in neuroimaging data analysis. The primary purpose is to assess how various models account for spatial autocorrelation in whole-brain neuroimaging statistical analyses. The codebase implements and compares spatial null models used when analyzing brain maps, which is crucial for accurate statistical inference in neuroimaging research. The work provides researchers with tools to better understand and account for spatial relationships in brain imaging data, helping to improve the reliability of neuroimaging studies. The repository includes both analysis code and reproduction materials for the associated published research paper.	- Neuroimaging data from the Human Connectome Project (HCP) - Brain map data - Spatial autocorrelation data - Analysis results data Specific file formats are not explicitly mentioned in the repository overview, though the presence of a complete data workflow is indicated through the documentation.	"- Python (primary programming language) - Conda (environment management) - Singularity (containerization) - Make (build automation) - Custom package ""parspin"" (installed via pip) - Environment management via environment.yml - Documentation system (with walkthrough) - GitHub for version control and issue tracking - OSF for large file storage (container image)"
Memory and Aging Project	MAP	Alzheimer's Disease; Parkinson's Disease; Lewy Body Dementia; Normal Controls	https://github.com/CPernet/brain_colours	CPernet	CPernet	MATLAB	YES - This repository is directly related to brain imaging visualization in neuroscience research, specifically focusing on improving color mapping techniques for tomographic brain imaging data visualization.	This repository contains code and resources for implementing scientifically accurate colormaps specifically designed for brain imaging visualization. The main purpose is to address the problem of perceptual non-uniformity in traditional colormaps used in scientific visualization. It implements color mapping techniques that maintain consistent luminance while varying colors in CIELAB color space, based on Peter Kovesi's research. The code generates improved colormaps that better represent underlying brain imaging data by separating luminance from color information, making the visualization more perceptually accurate and scientifically valid. This work directly supports better interpretation of brain imaging data in neuroscience research, as documented in their associated European Journal of Neuroscience publication.	- Colormap data in multiple formats: - .csv files - .mat files (MATLAB/SPM format) - .cmap files (FSLeyes format) - .lut files (MRIcron and ImageJ format) - Example images (.jpg) showing colormap applications - Original MRIcron colormap data - Color space conversion data (RGB to LAB)	- MATLAB as the primary development environment - Peter Kovesi's color mapping tools including equalisecolourmap.m - deltaE2000.m for color difference calculations - MRIcron visualization tools - FSLeyes neuroimaging viewer support - ImageJ support - Color space conversion tools (colorspace.m and colormapline.m from Matteo Niccoli) - SPM (Statistical Parametric Mapping) compatibility
Memory and Aging Project	MAP	Alzheimer's Disease; Parkinson's Disease; Lewy Body Dementia; Normal Controls	https://github.com/aviralchharia/Brain-Tumor-Detection-with-VGG-16-Transfer-Learning	aviralchharia	aviralchharia	Jupyter Notebook	YES - This repository directly addresses medical diagnosis through brain tumor detection using MRI scans. It has clear clinical applications in medical imaging and robotic surgery assistance.	This repository implements a brain tumor detection system using transfer learning with the VGG-16 CNN architecture. The system performs binary classification on MRI brain scans to determine the presence or absence of tumors. The implementation includes data preprocessing and augmentation steps to handle limited medical imaging data. The model achieves 92% accuracy on the validation set and 80% on the test set. The project demonstrates practical application of deep learning in medical image analysis, with potential applications in computer-aided diagnosis and robotic surgery assistance.	- MRI brain scan images (format not specified) - Two classes of images: tumor and non-tumor - Preprocessed and augmented versions of the original MRI scans - Model performance data including: * Accuracy curves * Loss curves * Confusion matrices for validation and test sets - Training, validation, and test datasets (sizes not specified)	- VGG-16 Convolutional Neural Network architecture - Transfer learning (using pre-trained VGG-16 weights) - Data augmentation techniques - Deep learning frameworks (specific framework not mentioned) - Image preprocessing tools (specific tools not mentioned) - Confusion matrix visualization tools - Performance metrics visualization tools Note: While some tooling elements are evident from the repository description, specific implementations, libraries, and frameworks are not explicitly mentioned in the provided content.
Memory and Aging Project	MAP	Alzheimer's Disease; Parkinson's Disease; Lewy Body Dementia; Normal Controls	https://github.com/mongoding/brain-map-collection	mongoding	mongoding		"NO - While the repository has ""brain"" in its title, it appears to be about mind mapping/knowledge organization (""脑图"" translates to ""mind map"" in Chinese) rather than actual biomedical or neuroscience research."	"This appears to be a personal collection of mind maps used for work and study note organization. The repository name ""brain-map-collection"" refers to mind mapping techniques rather than neurological mapping. The description in Chinese (工作，学习脑图整理，读书笔记脑图整理) indicates it's meant for organizing work materials, study materials, and reading notes using mind mapping techniques. There is no actual code or biomedical research content evident in the repository description."	Not specified - The repository description doesn't provide information about specific data types or file formats used.	Not specified - The repository description doesn't mention any specific tools, software, or frameworks being used for the mind mapping process.
Memory and Aging Project	MAP	Alzheimer's Disease; Parkinson's Disease; Lewy Body Dementia; Normal Controls	https://github.com/vsoch/TtoZ	vsoch	vsoch; jokedurnez	Python	YES - This repository is directly related to neuroscience and brain imaging research, specifically focusing on statistical analysis of whole brain statistical maps and the transformation of t-statistics to z-scores for neuroimaging data.	TtoZ is a Python implementation of Hughett's t-to-z transform algorithm specifically designed for analyzing whole brain statistical maps. The tool addresses precision issues in converting t-statistics to z-scores, particularly for strongly positive and negative values. It improves upon traditional statistical conversion methods by implementing Hughett's algorithm, which splits the distribution at zero before transformation. This approach prevents distribution truncation issues that occur with conventional methods like those in AFNI's 3dcalc or basic scipy implementations. The tool is particularly valuable for neuroimaging researchers who need to accurately convert statistical brain maps from t-scores to z-scores while maintaining precision across the full range of values.	- NIFTI files (.nii and .nii.gz) containing brain statistical maps - T-statistic maps from neuroimaging data - Z-score maps (output) - Statistical distributions and histograms - Degrees of freedom parameters - P-values - Example dataset: tfMRI_LANGUAGE_STORY functional MRI data	- Python programming language - Scipy.stats library (referenced for comparison) - AFNI (referenced for comparison, specifically 3dcalc) - pip (package installer) - Command-line interface - MRIcron (for histogram visualization) - IPython/Jupyter notebooks (for documentation and examples) - Zenodo (for DOI assignment and version control) - GitHub (for code hosting and version control)
Memory and Aging Project	MAP	Alzheimer's Disease; Parkinson's Disease; Lewy Body Dementia; Normal Controls	https://github.com/tsopeh/mapaki	tsopeh	tsopeh; yoanhg421	Go	NO - This repository is a manga (Japanese comic) packaging tool for Kindle devices and has no connection to biomedical research or healthcare applications.	Mapaki is a command-line tool written in Go that processes and packages manga (Japanese comics) for Kindle devices. It automatically processes manga directories to create .azw3 files that can be read on Kindle devices. The tool's main features include automatic chapter discovery, intelligent sorting of pages and chapters, auto-cropping of white space, full-screen image display, and smart handling of double-page spreads. It works in conjunction with HakuNeko (for downloading manga) and Calibre (for transferring to Kindle devices). The tool focuses on optimizing the reading experience by properly formatting and organizing manga content for e-reader consumption.	- Image files (specific formats not specified) - Directory structures containing manga chapters and volumes - Output format: .azw3 (Kindle format) - File system paths and directory layouts - Metadata for chapter and volume organization	1. Go (programming language) 2. External dependencies: - HakuNeko (manga downloader) - Calibre (e-book management) - Natural sort algorithm (natsort) - Mobi library for Go (for .azw3 file creation) 3. Command-line interface 4. Image processing capabilities (cropping, splitting) 5. File system operations 6. Build and installation tools (Go toolchain)
Memory and Aging Project	MAP	Alzheimer's Disease; Parkinson's Disease; Lewy Body Dementia; Normal Controls	https://github.com/int-brain-lab/paper-brain-wide-map	int-brain-lab	mschart; juhuntenburg; berkgercek; oliche; chris-langfield; yanliangshi; GaelleChapuis; mayofaulkner; k1o0; themattinthehatt; berberto	Python	"YES - This repository is directly related to neuroscience research, specifically focused on brain-wide mapping and neural activity analysis. The repository name ""paper-brain-wide-map"" and references to neural data, probes, and brain atlas coordinates clearly indicate neuroscience research applications."	This repository contains code for analyzing and processing brain-wide mapping data as part of a research paper. The codebase provides tools to query and analyze neuronal unit data across brain regions, with functionality to access and process data from the International Brain Laboratory's database. The main features include querying session information, accessing neuronal unit data, and analyzing spatial distributions of neural recordings. The repository includes installation procedures for setting up a Python environment and accessing the necessary dependencies. It provides functions like 'bwm_query' and 'bwm_units' to retrieve information about experimental sessions and neuronal units, allowing researchers to analyze properties such as neuronal depths, channels, and spatial coordinates within the brain atlas.	- Neuronal unit data (depths, channels, cluster IDs) - Spatial coordinates (axial, lateral, z-coordinates) - Brain atlas reference data (atlas_id) - Session and probe information - Experimental metadata stored in DataFrames - Data accessed through ONE (Open Neurophysiology Environment) API - Neural recording data from brain-wide mapping experiments	- Python 3.10 - Anaconda for environment management - Git for version control - ONE (Open Neurophysiology Environment) API - Pip package manager - Pandas (implied by DataFrame usage) - Custom Python package (brainwidemap) - Google Colab (for example notebooks) - Requirements management through requirements.txt and requirements_frozen.txt - External database connection (openalyx.internationalbrainlab.org)
Memory and Aging Project	MAP	Alzheimer's Disease; Parkinson's Disease; Lewy Body Dementia; Normal Controls	https://github.com/stnava/BasicBrainMapping	stnava	stnava	Shell	YES - This repository is directly related to brain imaging and neurological research, specifically focusing on brain registration and mapping techniques, including handling cases with brain lesions.	"This repository provides scripts and tools for brain image registration, with a particular focus on handling brain mapping in cases where there may be lesions or missing data. The main functionality appears to be implementing a ""fast"" brain registration method that uses brain masks to restrict the registration focus. The repository includes two main example scripts (bbm.sh and bbm2.sh), with the second script demonstrating application to real clinical data. The code appears to be designed to solve a common challenge in neuroimaging research: accurately mapping or registering brain images when parts of the brain may be damaged or missing due to lesions."	- Brain imaging data (suggested by T1 images in file names) - Brain mask data - Image files (.jpg format shown in examples: T1_lesioned.jpg, Template2T1_lesioned.jpg) - Brain templates for registration - Lesioned brain data - Shell scripts (.sh files)	- Shell scripting (evidenced by .sh files) - Image processing tools (specific tools not explicitly mentioned in the provided content) - Brain registration algorithms (specific implementation not detailed) - Version control (Git/GitHub) Note: While the repository clearly involves image processing and registration tools, the specific software packages and frameworks are not explicitly mentioned in the provided repository information.
Memory and Aging Project	MAP	Alzheimer's Disease; Parkinson's Disease; Lewy Body Dementia; Normal Controls	https://github.com/ntustison/ANTsXMouseBrainMapping	ntustison	ntustison; dontminchenit	TeX	YES - This repository is directly related to neuroscience and biomedical research, specifically focusing on mouse brain mapping and developmental neuroanatomy through advanced imaging analysis techniques.	This repository provides tools and implementations for two main functionalities in mouse brain research: 1) A structural morphological processing pipeline for analyzing mouse brain MRI data, including brain extraction, regional labeling, and cortical thickness measurements, and 2) A diffeomorphic velocity flow transformation model for mapping mouse brain development across different developmental stages (from embryonic day 11.5 to postnatal day 56). The code implements deep learning-based segmentation approaches and sophisticated registration techniques to create standardized frameworks for analyzing mouse brain structure across development. The repository includes complete implementations for training models, processing new data, and applying transformations, making it a comprehensive tool for mouse neuroimaging research.	- T2-weighted MRI images of mouse brains - Label maps/segmentation masks - Anatomical annotations from DevCCF (Developmental Common Coordinate Framework) - High-resolution template images from multiple sources: - CAMRI dataset (0.16mm³ resolution) - High-resolution orthogonal views (0.08x0.08x0.5mm) - C57BI evaluation dataset - Transformation matrices and displacement fields - Point sets and landmarks for registration - File formats: .nii.gz (NIFTI), .mat (transform matrices)	- ANTsPy/ANTsR: Main image processing and registration frameworks - TensorFlow/Keras: Deep learning implementations - Python scientific stack (NumPy, Pandas) - U-Net architecture for deep learning models - ANTsXNet for network implementations - ITK (underlying ANTs functionality) - Git/GitHub for version control - Data augmentation tools for training - Diffeomorphic registration tools - Velocity flow transformation utilities
Memory and Aging Project	MAP	Alzheimer's Disease; Parkinson's Disease; Lewy Body Dementia; Normal Controls	https://github.com/YasPHP/BrainAR	YasPHP	YasPHP	Python	YES - This repository is directly related to neuroscience and medical education, specifically focusing on neuroanatomy visualization using augmented reality to display brain atlas map slices in 3D.	This repository implements an augmented reality (AR) system for visualizing neuroanatomical structures using brain atlas data. The project enables users to view 3D visualizations of brain atlas map slices through AR technology, using ArUco markers for spatial tracking and positioning. The system leverages computer vision to detect printed ArUco markers in the physical space and overlays corresponding 3D brain visualizations. This creates an interactive educational tool for studying brain anatomy in three-dimensional space, making it potentially valuable for medical education and neuroscience training.	- Brain Atlas Map data from atlas.brain-map.org - ArUco marker patterns (visual markers for AR tracking) - 3D visualization data of brain slices - Image data (GIF demonstration included in repository) - The specific file formats of the brain atlas data are not explicitly mentioned in the repository	- Python (primary programming language) - OpenCV (computer vision library, specifically ArUco marker detection) - pip (package management) - Git (version control) - ArUco marker generation tools - Additional dependencies listed in requirements.txt (specific packages not visible in the provided content) - Computer vision frameworks for AR implementation
Memory and Aging Project	MAP	Alzheimer's Disease; Parkinson's Disease; Lewy Body Dementia; Normal Controls	https://github.com/kstwoak/CompileThePrincipleBrainMap	kstwoak	kstwoak		"NO - This repository appears to be focused on compiler principles and theory (""编译原理"" translates to ""Compilation Principles"" in English), rather than biomedical research or applications."	This repository appears to be a mind map or brain map about compiler principles in Chinese. Based on the repository name and description, it's meant to organize and structure knowledge about compilation theory and principles. The description mentions that there are still many details that need to be optimized and expanded, and it welcomes issues from others. This is an educational/reference resource rather than functional code, focusing on organizing compiler theory concepts.	The only visible data type is an image file (编译原理.png) which appears to be a mind map or diagram about compiler principles. No other data formats or structures are specified in the available repository information.	Not specified - The repository doesn't explicitly mention any specific tools, frameworks, or technologies. It appears to be primarily documentation-based with an image resource, but the tools used to create the mind map are not mentioned.
Memory and Aging Project	MAP	Alzheimer's Disease; Parkinson's Disease; Lewy Body Dementia; Normal Controls	https://github.com/sun-alf/BRAINMOD-o	sun-alf	sun-alf	Lua	"NO - This is a gaming modification repository for the game Jagged Alliance 2 (JA2). Despite the ""BRAIN"" in its name, it has no connection to biomedical research or healthcare applications."	"This repository contains a modification package called BRAINMOD for the game Jagged Alliance 2, focusing on enhancing gameplay realism. The mod adjusts various game mechanics including weapon parameters, combat systems, and AI behavior. It modifies the original AIMNAS mod to work with original JA2 maps, implementing more realistic distance calculations, weapon physics, and strategic gameplay elements. The modification includes changes to garrison behaviors, patrol systems, and various gameplay mechanics like fortification systems and suppressor effects. The name ""BRAINMOD"" stands for ""Basic Realism Adjustments Is Not a MOD"" and represents gameplay adjustments rather than medical or scientific applications."	- TableData files (game data configuration) - JA2.ini configuration files - vfs_config.JA2_BRAINMOD.ini - Executable files (JA2.exe) - Notes and tips files (mentioned as additional documentation)	- JA2 game engine - AIMNAS mod base - Improved Interrupt System (IIS) - LOBOT (LOgical BOdy Types) system - VFS (Virtual File System) configuration system
Memory and Aging Project	MAP	Alzheimer's Disease; Parkinson's Disease; Lewy Body Dementia; Normal Controls	https://github.com/alpatania/AHBA_microarray_Mapper	alpatania	alpatania	Python	YES - This repository is directly focused on neuroscience and gene expression analysis in the human brain, specifically studying how gene expression relates to brain function and analyzing dopaminergic pathways using topological data analysis methods.	This repository implements a pipeline using the Mapper Algorithm for analyzing gene co-expression networks in brain tissue. The code processes data from the Allen Human Brain Atlas to create topological network representations of gene expression patterns. The pipeline includes tools for parameter selection, network construction, and analysis of gene co-expression relationships. The main functionality includes generating co-expression networks, validating results against resting-state fMRI data, and analyzing dopamine-related gene sets. The repository provides scripts for parameter optimization, graph building, agreement matrix computation, and shortest path analysis in brain networks. The work is particularly valuable for understanding the relationship between genetic expression patterns and brain function.	1. Gene expression microarray data from Allen Human Brain Atlas 2. Two gene lists: - dopamine.txt (dopamine-related genes) - richiardi.txt (gene set list) 3. Normalized dataset (hosted on Figshare) 4. Output data formats: - CSV files (for parameter statistics) - Text files (for parameter settings) - Pickled dictionaries (for adjacency matrices and node information) - Pickled pandas DataFrames (for agreement matrices)	1. Python 3.5 environment 2. Anaconda distribution packages 3. Custom Python modules: - MapperTools.py (graph building functions) - parameters.py (parameter statistics) - selection.py (parameter optimization) - run.py (graph construction) - agreement_matrix.py (matrix computation) - shortest_path.py (path analysis) 4. Pandas library 5. Mapper Algorithm implementation for topological data analysis
Memory and Aging Project	MAP	Alzheimer's Disease; Parkinson's Disease; Lewy Body Dementia; Normal Controls	https://github.com/LeonDLotter/JuSpyce	LeonDLotter	LeonDLotter	Jupyter Notebook	YES - This repository is directly related to neuroscience and brain imaging research, specifically focusing on analyzing spatial associations between different types of brain maps and neuroimaging data from MRI, fMRI, and PET scanning.	JuSpyce is a Python-based toolbox designed for analyzing spatial relationships between different types of brain imaging data. It serves as an advanced version of the JuSpace toolbox, allowing researchers to compare and correlate various types of brain maps. The tool provides functionality for data parcellation, correlation analysis, statistical testing, and significance assessment through permutation testing. Key features include the ability to perform spatial correlation analyses, generate null maps for statistical validation, calculate effect sizes between groups, and perform both univariate and multivariate regression analyses. The toolbox is particularly valuable for researchers studying relationships between different neuroimaging modalities or comparing patient groups with control groups in brain mapping studies.	- Volumetric and surface neuroimaging data - MRI/fMRI imaging data - PET (nuclear imaging) data - Brain atlas data (including Allen Brain Atlas) - Parcellated brain maps - Meta-analytic imaging data - Subject-level brain mapping data - Test datasets from Neuroquery and neuromaps - Various nuclear imaging maps (5-HT1b, 5-HT2a, CBF & CMR-O2, D2, GABA-A, mGluR5, MU, NMDA)	- Python as primary programming language - BrainSMASH for surrogate map generation - Neuromaps toolbox for data transformation - NiMARE for p-value calculations - Netneurotools for dominance analysis - NumPy for numerical operations - Statistical packages for correlation and regression analyses - Parallel processing capabilities - Jupyter Notebooks for testing and examples - Integration with MNI152, fsaverage, and fslr space standards
Memory and Aging Project	MAP	Alzheimer's Disease; Parkinson's Disease; Lewy Body Dementia; Normal Controls	https://github.com/neuropm-lab/cellmaps	neuropm-lab	nikaxpak	MATLAB	YES - This repository is directly related to neuroscience and biomedical research, specifically focusing on whole-brain cellular mapping and neurodegenerative disorders. It provides tools for analyzing brain cell-type distributions and their relationship to neurological conditions.	This repository provides tools and data for analyzing 3D maps of cellular distributions across the human brain. The main functionality centers around the regionalCorr.m MATLAB script, which enables researchers to analyze relationships between cell-type distributions and neuroimaging phenotypes. The code allows for regional value extraction, statistical analysis, and correlation computations between cell-type proportions and neuroimaging data across brain atlas regions. The repository supports research into brain structure and function, particularly in the context of neurological disorders. The tools facilitate the analysis of six different cell types (astrocytes, endothelial cells, microglia, neurons, oligodendrocytes, and oligodendrocyte precursor cells) and their spatial distribution patterns in relation to various neurological conditions.	1. Brain cell-type distribution maps in NIfTI format 2. High-resolution (1.5mm) spatial data covering ~460,600 gray matter voxels 3. Post-mortem bulk gene expression data from Allen Human Brain Atlas 4. Brain atlas parcellation files 5. Normalized and scaled data relative to gray matter volume distribution 6. Data registered to Montreal Neurological Institute (MNI) brain space	1. MATLAB (primary development environment) 2. SPM (Statistical Parametric Mapping) package for MNI space conversion 3. MATLAB's niftiread function for NIfTI file processing 4. Statistical analysis tools for Spearman and Pearson correlations 5. Custom MATLAB script (regionalCorr.m) for regional analysis and correlation computation
Memory and Aging Project	MAP	Alzheimer's Disease; Parkinson's Disease; Lewy Body Dementia; Normal Controls	https://github.com/LabGenExp/Spatial_MCAO	LabGenExp	DanielZucha; valihral	R	YES - This repository directly relates to neuroscience and biomedical research, specifically studying brain response to ischemic stroke using transcriptomics and spatial analysis of glial cells in mouse models.	This repository contains code for analyzing and visualizing spatiotemporal transcriptomic data from ischemic stroke research. The codebase processes both spatial transcriptomics (ST) and single-cell/nucleus RNA sequencing data to map glial cell responses following brain injury. The analysis pipeline includes quality control, data integration, differential gene expression analysis, cell-cell communication analysis, and reference-based deconvolution. The code also supports meta-analysis of external datasets to validate findings. The repository is structured into six main chapters, each addressing different aspects of the brain's response to ischemic injury, from initial disruption of gene expression to the emergence of reactive glial cells and validation across multiple datasets.	- Spatial transcriptomics (ST) data - Single-nucleus RNA sequencing data - Single-cell RNA sequencing data - Bulk RNA sequencing data - Raw sequencing data (available on GEO GSE233815) - Seurat objects (available on Mendeley) - Immunohistochemistry validation data - Reference datasets from published studies - Interactive visualization data (hosted on Nygen portal)	- R programming language (RMarkdown files) - Seurat (single-cell analysis framework) - RCTD algorithm (for deconvolution) - SpaTalk (for cell-cell interaction analysis) - soupX (for background RNA removal) - Gene Ontology analysis tools - UMAP visualization - Interactive web portal (Nygen) - Gene set enrichment analysis tools - Data integration tools
Memory and Aging Project	MAP	Alzheimer's Disease; Parkinson's Disease; Lewy Body Dementia; Normal Controls	https://github.com/usc-mrel/DCE_direct_recon	usc-mrel	eagle13gy	Matlab				
Memory and Aging Project	MAP	Alzheimer's Disease; Parkinson's Disease; Lewy Body Dementia; Normal Controls	https://github.com/LzyFischer/BrainMAP	LzyFischer	rampasek; LzyFischer; hamed1375; ChloeXWang; luis-mueller	Python				
Memory and Aging Project	MAP	Alzheimer's Disease; Parkinson's Disease; Lewy Body Dementia; Normal Controls	https://github.com/automateyournetwork/brainfreeze	automateyournetwork	automateyournetwork	Jinja				
Memory and Aging Project	MAP	Alzheimer's Disease; Parkinson's Disease; Lewy Body Dementia; Normal Controls	https://github.com/hzluyali/differential-feature-map-neural-network-DFNN-	hzluyali	hzluyali	Python				
Memory and Aging Project	MAP	Alzheimer's Disease; Parkinson's Disease; Lewy Body Dementia; Normal Controls	https://github.com/NeuroADaS-Lab/Multilayer-MRI	NeuroADaS-Lab	jcasasr	Python				
Memory and Aging Project	MAP	Alzheimer's Disease; Parkinson's Disease; Lewy Body Dementia; Normal Controls	https://github.com/openBII/BiMap	openBII	fingersnail; huanyuqu	C++				
Memory and Aging Project	MAP	Alzheimer's Disease; Parkinson's Disease; Lewy Body Dementia; Normal Controls	https://github.com/GianlucaPorcelli/MRI_toumor_segmentation	GianlucaPorcelli	GianlucaPorcelli	MATLAB				
Memory and Aging Project	MAP	Alzheimer's Disease; Parkinson's Disease; Lewy Body Dementia; Normal Controls	https://github.com/fahd09/neurosynth_semantic_map	fahd09	fahd09; derekbeaton; kgeier	R				
Memory and Aging Project	MAP	Alzheimer's Disease; Parkinson's Disease; Lewy Body Dementia; Normal Controls	https://github.com/OishiLab/OpenMAP-Di	OishiLab	jhu-cnilab; shuhei126; nathanaelkuo; kei-lab1106	Python				
Memory and Aging Project	MAP	Alzheimer's Disease; Parkinson's Disease; Lewy Body Dementia; Normal Controls	https://github.com/AdaptiveMotorControlLab/AllenBrainConnectivityGraph	AdaptiveMotorControlLab	hausmanns	Python				
Memory and Aging Project	MAP	Alzheimer's Disease; Parkinson's Disease; Lewy Body Dementia; Normal Controls	https://github.com/ericminikel/scaso	ericminikel	ericminikel	R				
Memory and Aging Project	MAP	Alzheimer's Disease; Parkinson's Disease; Lewy Body Dementia; Normal Controls	https://github.com/AlvBrayan/MRS4Brain-toolbox	AlvBrayan	AlvBrayan	MATLAB				
Memory and Aging Project	MAP	Alzheimer's Disease; Parkinson's Disease; Lewy Body Dementia; Normal Controls	https://github.com/framinmansour/Learning-Macroscopic-Brain-Connectomes-via-Group-Sparse-Factorization	framinmansour	framinmansour	MATLAB				
Memory and Aging Project	MAP	Alzheimer's Disease; Parkinson's Disease; Lewy Body Dementia; Normal Controls	https://github.com/tipsyfermion/NMA_Mapping_Brain_Networks_2020	tipsyfermion	tipsyfermion	Jupyter Notebook				
Memory and Aging Project	MAP	Alzheimer's Disease; Parkinson's Disease; Lewy Body Dementia; Normal Controls	https://github.com/dicemt/DTI-NODDI	dicemt	dicemt	Python				
Memory and Aging Project	MAP	Alzheimer's Disease; Parkinson's Disease; Lewy Body Dementia; Normal Controls	https://github.com/PennLINC/Brain_Organization	PennLINC	mb3152; ZaixuCui	MATLAB				
Memory and Aging Project	MAP	Alzheimer's Disease; Parkinson's Disease; Lewy Body Dementia; Normal Controls	https://github.com/cabrittin/elegansbrainmap	cabrittin	cabrittin	Python				
Memory and Aging Project	MAP	Alzheimer's Disease; Parkinson's Disease; Lewy Body Dementia; Normal Controls	https://github.com/mbarbie1/SliceMap	mbarbie1	mbarbie1	Java				
Memory and Aging Project	MAP	Alzheimer's Disease; Parkinson's Disease; Lewy Body Dementia; Normal Controls	https://github.com/MoritzNegwer/FriendlyClearMap-scripts	MoritzNegwer	MoritzNegwer	Jupyter Notebook				
Memory and Aging Project	MAP	Alzheimer's Disease; Parkinson's Disease; Lewy Body Dementia; Normal Controls	https://github.com/neuropoly/lesion-mapping	neuropoly	charleygros; jcohenadad; yw7	Python				
Memory and Aging Project	MAP	Alzheimer's Disease; Parkinson's Disease; Lewy Body Dementia; Normal Controls	https://github.com/BioMedAI-UCSC/BMapEst	BioMedAI-UCSC	28utkarsh	Python				
Memory and Aging Project	MAP	Alzheimer's Disease; Parkinson's Disease; Lewy Body Dementia; Normal Controls	https://github.com/farhad324/Brain-MRI-Tumor-Classification-Using-CNN	farhad324	farhad324	Jupyter Notebook				
Memory and Aging Project	MAP	Alzheimer's Disease; Parkinson's Disease; Lewy Body Dementia; Normal Controls	https://github.com/stephan-strate/php-music-brainz-api	stephan-strate	dependabot[bot]; stephan-strate	PHP				
Memory and Aging Project	MAP	Alzheimer's Disease; Parkinson's Disease; Lewy Body Dementia; Normal Controls	https://github.com/SiriusHou/DLRS_CVR_BAT-Deep-learning-enabled-brain-hemodynamic-mapping-using-resting-state-fMRI	SiriusHou	SiriusHou	Python				
Memory and Aging Project	MAP	Alzheimer's Disease; Parkinson's Disease; Lewy Body Dementia; Normal Controls	https://github.com/kvttt/4DInfantAtlas	kvttt	kvttt	Python				
